PurchaseOrderID OrderDate               TotalDue              Name                                               PrevOrderFromVendorAmt
1916            2014-02-07 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
1995            2014-02-14 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2074            2014-02-24 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2153            2014-03-01 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2232            2014-03-06 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2311            2014-03-14 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2390            2014-03-24 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2469            2014-04-02 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2548            2014-04-09 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2627            2014-04-16 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2706            2014-04-23 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2785            2014-04-30 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2864            2014-05-08 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
2943            2014-05-15 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3022            2014-05-22 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3101            2014-05-28 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3180            2014-06-04 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3259            2014-06-10 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3338            2014-06-17 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3417            2014-06-23 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3496            2014-06-28 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3575            2014-07-04 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3654            2014-07-11 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3733            2014-07-17 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3812            2014-07-23 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3891            2014-07-28 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
3970            2014-08-02 00:00:00.000 31319.7885            Hill's Bicycle Service                             31319.7885
337             2013-05-09 00:00:00.000 7721.4638             Circuit Cycles                                     NULL
416             2013-07-30 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
446             2013-08-05 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
525             2013-08-12 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
608             2013-08-18 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
695             2013-08-26 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
778             2013-09-02 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
861             2013-09-09 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
944             2013-09-18 00:00:00.000 4211.7075             Circuit Cycles                                     7721.4638
1043            2013-10-14 00:00:00.000 3509.7563             Circuit Cycles                                     4211.7075
1107            2013-11-07 00:00:00.000 7721.4638             Circuit Cycles                                     3509.7563
1186            2013-11-15 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
1265            2013-11-27 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
1344            2013-12-05 00:00:00.000 4211.7075             Circuit Cycles                                     7721.4638
1423            2013-12-13 00:00:00.000 3509.7563             Circuit Cycles                                     4211.7075
1502            2013-12-23 00:00:00.000 4211.7075             Circuit Cycles                                     3509.7563
1581            2013-12-31 00:00:00.000 3509.7563             Circuit Cycles                                     4211.7075
1660            2014-01-08 00:00:00.000 7721.4638             Circuit Cycles                                     3509.7563
1739            2014-01-17 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
1818            2014-01-27 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
1897            2014-02-06 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
1976            2014-02-12 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
2055            2014-02-20 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
2134            2014-02-27 00:00:00.000 4211.7075             Circuit Cycles                                     7721.4638
2213            2014-03-05 00:00:00.000 3509.7563             Circuit Cycles                                     4211.7075
2292            2014-03-13 00:00:00.000 4211.7075             Circuit Cycles                                     3509.7563
2371            2014-03-21 00:00:00.000 3509.7563             Circuit Cycles                                     4211.7075
2450            2014-03-31 00:00:00.000 7721.4638             Circuit Cycles                                     3509.7563
2529            2014-04-08 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
2608            2014-04-15 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
2687            2014-04-22 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
2766            2014-04-29 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
2845            2014-05-05 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
2924            2014-05-14 00:00:00.000 4211.7075             Circuit Cycles                                     7721.4638
3003            2014-05-21 00:00:00.000 3509.7563             Circuit Cycles                                     4211.7075
3082            2014-05-27 00:00:00.000 4211.7075             Circuit Cycles                                     3509.7563
3161            2014-06-03 00:00:00.000 3509.7563             Circuit Cycles                                     4211.7075
3240            2014-06-09 00:00:00.000 7721.4638             Circuit Cycles                                     3509.7563
3319            2014-06-16 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
3398            2014-06-21 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
3477            2014-06-27 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
3556            2014-07-03 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
3635            2014-07-10 00:00:00.000 7721.4638             Circuit Cycles                                     7721.4638
3714            2014-07-16 00:00:00.000 4211.7075             Circuit Cycles                                     7721.4638
3793            2014-07-22 00:00:00.000 3509.7563             Circuit Cycles                                     4211.7075
3872            2014-07-26 00:00:00.000 4211.7075             Circuit Cycles                                     3509.7563
3951            2014-07-31 00:00:00.000 3509.7563             Circuit Cycles                                     4211.7075
4009            2013-11-09 00:00:00.000 16406.50              Green Lake Bike Company                            NULL
4011            2014-06-24 00:00:00.000 59941.75              Green Lake Bike Company                            16406.50
586             2013-08-15 00:00:00.000 553.8221              WestAmerica Bicycle Co.                            NULL
835             2013-09-05 00:00:00.000 2278.1857             WestAmerica Bicycle Co.                            553.8221
1009            2013-10-06 00:00:00.000 760.3351              WestAmerica Bicycle Co.                            2278.1857
1085            2013-10-30 00:00:00.000 1209.7347             WestAmerica Bicycle Co.                            760.3351
1401            2013-12-12 00:00:00.000 553.8221              WestAmerica Bicycle Co.                            1209.7347
1638            2014-01-06 00:00:00.000 767.0528              WestAmerica Bicycle Co.                            553.8221
1717            2014-01-16 00:00:00.000 855.2203              WestAmerica Bicycle Co.                            767.0528
1796            2014-01-23 00:00:00.000 533.1813              WestAmerica Bicycle Co.                            855.2203
2191            2014-03-04 00:00:00.000 553.8221              WestAmerica Bicycle Co.                            533.1813
2428            2014-03-27 00:00:00.000 767.0528              WestAmerica Bicycle Co.                            553.8221
2507            2014-04-04 00:00:00.000 855.2203              WestAmerica Bicycle Co.                            767.0528
2586            2014-04-11 00:00:00.000 533.1813              WestAmerica Bicycle Co.                            855.2203
2981            2014-05-20 00:00:00.000 553.8221              WestAmerica Bicycle Co.                            533.1813
3218            2014-06-06 00:00:00.000 767.0528              WestAmerica Bicycle Co.                            553.8221
3297            2014-06-13 00:00:00.000 855.2203              WestAmerica Bicycle Co.                            767.0528
3376            2014-06-19 00:00:00.000 533.1813              WestAmerica Bicycle Co.                            855.2203
3771            2014-07-19 00:00:00.000 553.8221              WestAmerica Bicycle Co.                            533.1813
314             2013-04-24 00:00:00.000 28212.0589            West Junction Cycles                               NULL
393             2013-06-11 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
423             2013-08-04 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
502             2013-08-10 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
585             2013-08-15 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
672             2013-08-22 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
751             2013-08-29 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
834             2013-09-05 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
921             2013-09-15 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1008            2013-10-06 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1084            2013-10-21 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1163            2013-11-12 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1242            2013-11-25 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1321            2013-12-03 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1400            2013-12-11 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1479            2013-12-19 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1558            2013-12-30 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1637            2014-01-06 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1716            2014-01-16 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1795            2014-01-23 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1874            2014-02-03 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
1953            2014-02-11 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2032            2014-02-19 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2111            2014-02-26 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2190            2014-03-04 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2269            2014-03-12 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2348            2014-03-20 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2427            2014-03-27 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2506            2014-04-04 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2585            2014-04-11 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2664            2014-04-18 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2743            2014-04-25 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2822            2014-05-02 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2901            2014-05-13 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
2980            2014-05-19 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3059            2014-05-24 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3138            2014-05-30 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3217            2014-06-06 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3296            2014-06-12 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3375            2014-06-19 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3454            2014-06-25 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3533            2014-07-01 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3612            2014-07-08 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3691            2014-07-14 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3770            2014-07-19 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3849            2014-07-25 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
3928            2014-07-30 00:00:00.000 28212.0589            West Junction Cycles                               28212.0589
333             2013-04-25 00:00:00.000 15104.7146            Capital Road Cycles                                NULL
412             2013-07-22 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
442             2013-08-05 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
521             2013-08-12 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
604             2013-08-18 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
691             2013-08-26 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
774             2013-09-02 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
857             2013-09-09 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
940             2013-09-18 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1039            2013-10-13 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1103            2013-11-07 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1182            2013-11-15 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1261            2013-11-26 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1340            2013-12-04 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1419            2013-12-13 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1498            2013-12-20 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1577            2013-12-31 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1656            2014-01-08 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1735            2014-01-17 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1814            2014-01-24 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1893            2014-02-05 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
1972            2014-02-12 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2051            2014-02-20 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2130            2014-02-27 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2209            2014-03-05 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2288            2014-03-13 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2367            2014-03-21 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2446            2014-03-31 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2525            2014-04-08 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2604            2014-04-14 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2683            2014-04-21 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2762            2014-04-28 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2841            2014-05-05 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2920            2014-05-14 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
2999            2014-05-21 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3078            2014-05-27 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3157            2014-06-02 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3236            2014-06-09 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3315            2014-06-16 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3394            2014-06-21 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3473            2014-06-26 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3552            2014-07-02 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3631            2014-07-09 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3710            2014-07-15 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3789            2014-07-21 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3868            2014-07-26 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
3947            2014-07-31 00:00:00.000 15104.7146            Capital Road Cycles                                15104.7146
295             2013-02-13 00:00:00.000 1085.6111             Norstan Bike Hut                                   NULL
566             2013-08-14 00:00:00.000 532.4852              Norstan Bike Hut                                   1085.6111
815             2013-09-04 00:00:00.000 1229.0528             Norstan Bike Hut                                   532.4852
898             2013-09-11 00:00:00.000 696.5677              Norstan Bike Hut                                   1229.0528
989             2013-09-29 00:00:00.000 655.0424              Norstan Bike Hut                                   696.5677
1017            2013-10-10 00:00:00.000 881.674               Norstan Bike Hut                                   655.0424
1381            2013-12-09 00:00:00.000 567.049               Norstan Bike Hut                                   881.674
1539            2013-12-25 00:00:00.000 682.5403              Norstan Bike Hut                                   567.049
1618            2014-01-03 00:00:00.000 731.6189              Norstan Bike Hut                                   682.5403
1697            2014-01-15 00:00:00.000 798.4841              Norstan Bike Hut                                   731.6189
1776            2014-01-21 00:00:00.000 567.049               Norstan Bike Hut                                   798.4841
1855            2014-01-29 00:00:00.000 2615.366              Norstan Bike Hut                                   567.049
2171            2014-03-03 00:00:00.000 525.1059              Norstan Bike Hut                                   2615.366
2329            2014-03-19 00:00:00.000 696.5677              Norstan Bike Hut                                   525.1059
2408            2014-03-26 00:00:00.000 532.4852              Norstan Bike Hut                                   696.5677
2487            2014-04-03 00:00:00.000 840.2531              Norstan Bike Hut                                   532.4852
2566            2014-04-10 00:00:00.000 511.357               Norstan Bike Hut                                   840.2531
2645            2014-04-17 00:00:00.000 1830.8049             Norstan Bike Hut                                   511.357
2961            2014-05-16 00:00:00.000 525.1059              Norstan Bike Hut                                   1830.8049
3119            2014-05-29 00:00:00.000 696.5677              Norstan Bike Hut                                   525.1059
3198            2014-06-05 00:00:00.000 532.4852              Norstan Bike Hut                                   696.5677
3277            2014-06-11 00:00:00.000 840.2531              Norstan Bike Hut                                   532.4852
3356            2014-06-18 00:00:00.000 511.357               Norstan Bike Hut                                   840.2531
3435            2014-06-24 00:00:00.000 1830.8049             Norstan Bike Hut                                   511.357
3751            2014-07-18 00:00:00.000 525.1059              Norstan Bike Hut                                   1830.8049
3909            2014-07-29 00:00:00.000 696.5677              Norstan Bike Hut                                   525.1059
3988            2014-08-03 00:00:00.000 532.4852              Norstan Bike Hut                                   696.5677
346             2013-05-14 00:00:00.000 33138.4804            Custom Frames, Inc.                                NULL
455             2013-08-06 00:00:00.000 54560.7563            Custom Frames, Inc.                                33138.4804
534             2013-08-12 00:00:00.000 16744.728             Custom Frames, Inc.                                54560.7563
621             2013-08-19 00:00:00.000 30222.192             Custom Frames, Inc.                                16744.728
637             2013-08-21 00:00:00.000 28984.2053            Custom Frames, Inc.                                30222.192
704             2013-08-26 00:00:00.000 11748.1114            Custom Frames, Inc.                                28984.2053
787             2013-09-02 00:00:00.000 46966.92              Custom Frames, Inc.                                11748.1114
870             2013-09-09 00:00:00.000 15391.8765            Custom Frames, Inc.                                46966.92
953             2013-09-22 00:00:00.000 13592.3288            Custom Frames, Inc.                                15391.8765
1052            2013-10-14 00:00:00.000 11748.1114            Custom Frames, Inc.                                13592.3288
1116            2013-11-07 00:00:00.000 33138.4804            Custom Frames, Inc.                                11748.1114
1195            2013-11-18 00:00:00.000 54560.7563            Custom Frames, Inc.                                33138.4804
1274            2013-11-27 00:00:00.000 16744.728             Custom Frames, Inc.                                54560.7563
1353            2013-12-05 00:00:00.000 23483.46              Custom Frames, Inc.                                16744.728
1432            2013-12-13 00:00:00.000 12060.7988            Custom Frames, Inc.                                23483.46
1511            2013-12-23 00:00:00.000 20133.2381            Custom Frames, Inc.                                12060.7988
1590            2014-01-01 00:00:00.000 15277.0118            Custom Frames, Inc.                                20133.2381
1669            2014-01-09 00:00:00.000 40228.188             Custom Frames, Inc.                                15277.0118
1748            2014-01-20 00:00:00.000 26871.9701            Custom Frames, Inc.                                40228.188
1827            2014-01-27 00:00:00.000 20599.0785            Custom Frames, Inc.                                26871.9701
1906            2014-02-06 00:00:00.000 33138.4804            Custom Frames, Inc.                                20599.0785
1985            2014-02-13 00:00:00.000 54560.7563            Custom Frames, Inc.                                33138.4804
2064            2014-02-21 00:00:00.000 16744.728             Custom Frames, Inc.                                54560.7563
2143            2014-02-28 00:00:00.000 23483.46              Custom Frames, Inc.                                16744.728
2222            2014-03-06 00:00:00.000 12060.7988            Custom Frames, Inc.                                23483.46
2301            2014-03-14 00:00:00.000 20133.2381            Custom Frames, Inc.                                12060.7988
2380            2014-03-24 00:00:00.000 15277.0118            Custom Frames, Inc.                                20133.2381
2459            2014-03-31 00:00:00.000 40228.188             Custom Frames, Inc.                                15277.0118
2538            2014-04-08 00:00:00.000 26871.9701            Custom Frames, Inc.                                40228.188
2617            2014-04-15 00:00:00.000 20599.0785            Custom Frames, Inc.                                26871.9701
2696            2014-04-22 00:00:00.000 33138.4804            Custom Frames, Inc.                                20599.0785
2775            2014-04-29 00:00:00.000 54560.7563            Custom Frames, Inc.                                33138.4804
2854            2014-05-08 00:00:00.000 16744.728             Custom Frames, Inc.                                54560.7563
2933            2014-05-15 00:00:00.000 23483.46              Custom Frames, Inc.                                16744.728
3012            2014-05-21 00:00:00.000 12060.7988            Custom Frames, Inc.                                23483.46
3091            2014-05-27 00:00:00.000 20133.2381            Custom Frames, Inc.                                12060.7988
3170            2014-06-03 00:00:00.000 15277.0118            Custom Frames, Inc.                                20133.2381
3249            2014-06-10 00:00:00.000 40228.188             Custom Frames, Inc.                                15277.0118
3328            2014-06-16 00:00:00.000 26871.9701            Custom Frames, Inc.                                40228.188
3407            2014-06-21 00:00:00.000 20599.0785            Custom Frames, Inc.                                26871.9701
3486            2014-06-27 00:00:00.000 33138.4804            Custom Frames, Inc.                                20599.0785
3565            2014-07-03 00:00:00.000 54560.7563            Custom Frames, Inc.                                33138.4804
3644            2014-07-10 00:00:00.000 16744.728             Custom Frames, Inc.                                54560.7563
3723            2014-07-16 00:00:00.000 23483.46              Custom Frames, Inc.                                16744.728
3802            2014-07-22 00:00:00.000 12060.7988            Custom Frames, Inc.                                23483.46
3881            2014-07-27 00:00:00.000 20133.2381            Custom Frames, Inc.                                12060.7988
3960            2014-08-01 00:00:00.000 15277.0118            Custom Frames, Inc.                                20133.2381
352             2013-05-22 00:00:00.000 31319.7885            First Rate Bicycles                                NULL
461             2013-08-06 00:00:00.000 24880.9811            First Rate Bicycles                                31319.7885
544             2013-08-13 00:00:00.000 31319.7885            First Rate Bicycles                                24880.9811
627             2013-08-19 00:00:00.000 24880.9811            First Rate Bicycles                                31319.7885
710             2013-08-27 00:00:00.000 56200.7696            First Rate Bicycles                                24880.9811
755             2013-08-30 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
793             2013-09-03 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
876             2013-09-10 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
959             2013-09-22 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
1066            2013-10-20 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
1122            2013-11-08 00:00:00.000 31319.7885            First Rate Bicycles                                56200.7696
1201            2013-11-19 00:00:00.000 24880.9811            First Rate Bicycles                                31319.7885
1280            2013-11-27 00:00:00.000 56200.7696            First Rate Bicycles                                24880.9811
1359            2013-12-06 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
1438            2013-12-17 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
1517            2013-12-24 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
1596            2014-01-01 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
1675            2014-01-09 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
1754            2014-01-20 00:00:00.000 31319.7885            First Rate Bicycles                                56200.7696
1833            2014-01-28 00:00:00.000 24880.9811            First Rate Bicycles                                31319.7885
1912            2014-02-06 00:00:00.000 31319.7885            First Rate Bicycles                                24880.9811
1991            2014-02-13 00:00:00.000 24880.9811            First Rate Bicycles                                31319.7885
2070            2014-02-21 00:00:00.000 56200.7696            First Rate Bicycles                                24880.9811
2149            2014-02-28 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
2228            2014-03-06 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
2307            2014-03-14 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
2386            2014-03-24 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
2465            2014-04-02 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
2544            2014-04-09 00:00:00.000 31319.7885            First Rate Bicycles                                56200.7696
2623            2014-04-16 00:00:00.000 24880.9811            First Rate Bicycles                                31319.7885
2702            2014-04-23 00:00:00.000 31319.7885            First Rate Bicycles                                24880.9811
2781            2014-04-30 00:00:00.000 24880.9811            First Rate Bicycles                                31319.7885
2860            2014-05-08 00:00:00.000 56200.7696            First Rate Bicycles                                24880.9811
2939            2014-05-15 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
3018            2014-05-22 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
3097            2014-05-28 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
3176            2014-06-03 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
3255            2014-06-10 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
3334            2014-06-17 00:00:00.000 31319.7885            First Rate Bicycles                                56200.7696
3413            2014-06-23 00:00:00.000 24880.9811            First Rate Bicycles                                31319.7885
3492            2014-06-27 00:00:00.000 31319.7885            First Rate Bicycles                                24880.9811
3571            2014-07-04 00:00:00.000 24880.9811            First Rate Bicycles                                31319.7885
3650            2014-07-11 00:00:00.000 56200.7696            First Rate Bicycles                                24880.9811
3729            2014-07-17 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
3808            2014-07-22 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
3887            2014-07-27 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
3966            2014-08-01 00:00:00.000 56200.7696            First Rate Bicycles                                56200.7696
294             2013-02-13 00:00:00.000 510.278               National Bike Association                          NULL
373             2013-05-23 00:00:00.000 510.278               National Bike Association                          510.278
482             2013-08-08 00:00:00.000 510.278               National Bike Association                          510.278
565             2013-08-14 00:00:00.000 510.278               National Bike Association                          510.278
652             2013-08-21 00:00:00.000 510.278               National Bike Association                          510.278
731             2013-08-28 00:00:00.000 510.278               National Bike Association                          510.278
814             2013-09-04 00:00:00.000 510.278               National Bike Association                          510.278
897             2013-09-11 00:00:00.000 510.278               National Bike Association                          510.278
988             2013-09-29 00:00:00.000 510.278               National Bike Association                          510.278
1016            2013-10-10 00:00:00.000 510.278               National Bike Association                          510.278
1143            2013-11-11 00:00:00.000 510.278               National Bike Association                          510.278
1222            2013-11-21 00:00:00.000 510.278               National Bike Association                          510.278
1301            2013-11-29 00:00:00.000 510.278               National Bike Association                          510.278
1380            2013-12-09 00:00:00.000 510.278               National Bike Association                          510.278
1459            2013-12-18 00:00:00.000 510.278               National Bike Association                          510.278
1538            2013-12-25 00:00:00.000 510.278               National Bike Association                          510.278
1617            2014-01-03 00:00:00.000 510.278               National Bike Association                          510.278
1696            2014-01-10 00:00:00.000 510.278               National Bike Association                          510.278
1775            2014-01-21 00:00:00.000 510.278               National Bike Association                          510.278
1854            2014-01-29 00:00:00.000 510.278               National Bike Association                          510.278
1933            2014-02-10 00:00:00.000 510.278               National Bike Association                          510.278
2012            2014-02-17 00:00:00.000 510.278               National Bike Association                          510.278
2091            2014-02-25 00:00:00.000 510.278               National Bike Association                          510.278
2170            2014-03-03 00:00:00.000 510.278               National Bike Association                          510.278
2249            2014-03-10 00:00:00.000 510.278               National Bike Association                          510.278
2328            2014-03-17 00:00:00.000 510.278               National Bike Association                          510.278
2407            2014-03-26 00:00:00.000 510.278               National Bike Association                          510.278
2486            2014-04-03 00:00:00.000 510.278               National Bike Association                          510.278
2565            2014-04-10 00:00:00.000 510.278               National Bike Association                          510.278
2644            2014-04-17 00:00:00.000 510.278               National Bike Association                          510.278
2723            2014-04-24 00:00:00.000 510.278               National Bike Association                          510.278
2802            2014-05-01 00:00:00.000 510.278               National Bike Association                          510.278
2881            2014-05-09 00:00:00.000 510.278               National Bike Association                          510.278
2960            2014-05-16 00:00:00.000 510.278               National Bike Association                          510.278
3039            2014-05-23 00:00:00.000 510.278               National Bike Association                          510.278
3118            2014-05-29 00:00:00.000 510.278               National Bike Association                          510.278
3197            2014-06-05 00:00:00.000 510.278               National Bike Association                          510.278
