PurchaseOrderID OrderDate               TotalDue              Name
1129            2013-11-08 00:00:00.000 732.2453              Inner City Bikes
1131            2013-11-08 00:00:00.000 31160.2541            International Bicycles
1132            2013-11-08 00:00:00.000 4103.2241             International Sport Assoc.
1133            2013-11-11 00:00:00.000 70533.3379            Jackson Authority
1134            2013-11-11 00:00:00.000 7227.4293             Trey Research
1135            2013-11-11 00:00:00.000 6311.1799             Lakewood Bicycle
1136            2013-11-11 00:00:00.000 597.6796              Leaf River Terrain
1140            2013-11-11 00:00:00.000 48485.6873            Mitchell Sports
1143            2013-11-11 00:00:00.000 510.278               National Bike Association
1146            2013-11-11 00:00:00.000 23821.6729            Premier Sport, Inc.
1147            2013-11-11 00:00:00.000 733.3592              Pro Sport Industries
1148            2013-11-11 00:00:00.000 95273.9288            Professional Athletic Consultants
1149            2013-11-12 00:00:00.000 665.4846              Ready Rentals
1151            2013-11-12 00:00:00.000 44720.676             Signature Cycles
1153            2013-11-12 00:00:00.000 68612.544             Sport Fan Co.
1154            2013-11-12 00:00:00.000 6572.8163             Sport Playground
1155            2013-11-12 00:00:00.000 100685.3348           Superior Bicycles
1156            2013-11-12 00:00:00.000 580.125               SUPERSALES INC.
1157            2013-11-12 00:00:00.000 2214.0703             Training Systems
1158            2013-11-12 00:00:00.000 29233.0789            Trikes, Inc.
1159            2013-11-12 00:00:00.000 1043.5289             Varsity Sport Co.
1160            2013-11-12 00:00:00.000 53246.193             Victory Bikes
1161            2013-11-12 00:00:00.000 29526.6221            Vision Cycles, Inc.
1162            2013-11-12 00:00:00.000 41817.1504            Vista Road Bikes
1163            2013-11-12 00:00:00.000 28212.0589            West Junction Cycles
1167            2013-11-13 00:00:00.000 830.507               Advanced Bicycles
1168            2013-11-13 00:00:00.000 9776.2665             Allenson Cycles
1170            2013-11-13 00:00:00.000 22539.0165            American Bikes
1171            2013-11-13 00:00:00.000 16164.0229            Anderson's Custom Bikes
1172            2013-11-13 00:00:00.000 36852.4406            Proseware, Inc.
1175            2013-11-13 00:00:00.000 1984.6192             Beaumont Bikes
1176            2013-11-13 00:00:00.000 535.2698              Bergeron Off-Roads
1177            2013-11-15 00:00:00.000 38281.8686            Bicycle Specialists
1178            2013-11-15 00:00:00.000 2032.6535             Bike Satellite Inc.
1182            2013-11-15 00:00:00.000 15104.7146            Capital Road Cycles
1183            2013-11-15 00:00:00.000 10992.9047            Carlson Specialties
1184            2013-11-15 00:00:00.000 31319.7885            Chicago City Saddles
1185            2013-11-15 00:00:00.000 609.8274              Chicago Rent-All
1186            2013-11-15 00:00:00.000 7721.4638             Circuit Cycles
1187            2013-11-15 00:00:00.000 31019.8639            Comfort Road Bicycles
1188            2013-11-15 00:00:00.000 41230.0639            Compete Enterprises, Inc
1189            2013-11-18 00:00:00.000 8423.415              Compete, Inc.
1190            2013-11-18 00:00:00.000 31268.7375            Competition Bike Training Systems
1193            2013-11-18 00:00:00.000 48485.6873            Crowley Sport
1195            2013-11-18 00:00:00.000 54560.7563            Custom Frames, Inc.
1197            2013-11-18 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
1198            2013-11-18 00:00:00.000 56480.6915            Expert Bike Co
1199            2013-11-18 00:00:00.000 1410.2839             Federal Sport
1200            2013-11-18 00:00:00.000 2214.3371             First National Sport Co.
1201            2013-11-19 00:00:00.000 24880.9811            First Rate Bicycles
1202            2013-11-19 00:00:00.000 502.6203              Gardner Touring Cycles
1203            2013-11-19 00:00:00.000 48485.6873            Greenwood Athletic Company
1204            2013-11-19 00:00:00.000 7880.9981             Hill Bicycle Center
1205            2013-11-20 00:00:00.000 31319.7885            Hill's Bicycle Service
1206            2013-11-20 00:00:00.000 24880.9811            Hybrid Bicycle Center
1207            2013-11-20 00:00:00.000 38281.8686            Inline Accessories
1208            2013-11-20 00:00:00.000 690.7201              Inner City Bikes
1210            2013-11-20 00:00:00.000 31160.2541            International Bicycles
1211            2013-11-20 00:00:00.000 4103.2241             International Sport Assoc.
1212            2013-11-20 00:00:00.000 48485.6873            Jackson Authority
1213            2013-11-20 00:00:00.000 10828.6133            Trey Research
1214            2013-11-20 00:00:00.000 6311.1799             Lakewood Bicycle
1215            2013-11-20 00:00:00.000 1214.4337             Leaf River Terrain
1219            2013-11-20 00:00:00.000 48485.6873            Mitchell Sports
1221            2013-11-21 00:00:00.000 567.049               Mountain Works
1222            2013-11-21 00:00:00.000 510.278               National Bike Association
1225            2013-11-22 00:00:00.000 23821.6729            Premier Sport, Inc.
1226            2013-11-22 00:00:00.000 560.3312              Pro Sport Industries
1227            2013-11-22 00:00:00.000 95273.9288            Professional Athletic Consultants
1230            2013-11-22 00:00:00.000 44720.676             Signature Cycles
1232            2013-11-22 00:00:00.000 42455.2879            Sport Fan Co.
1233            2013-11-22 00:00:00.000 6572.8163             Sport Playground
1234            2013-11-22 00:00:00.000 100685.3348           Superior Bicycles
1235            2013-11-22 00:00:00.000 580.125               SUPERSALES INC.
1236            2013-11-22 00:00:00.000 2214.0703             Training Systems
1237            2013-11-22 00:00:00.000 29233.0789            Trikes, Inc.
1238            2013-11-22 00:00:00.000 1043.5289             Varsity Sport Co.
1239            2013-11-22 00:00:00.000 3758.6299             Victory Bikes
1240            2013-11-22 00:00:00.000 69442.1228            Vision Cycles, Inc.
1241            2013-11-25 00:00:00.000 41817.1504            Vista Road Bikes
1242            2013-11-25 00:00:00.000 28212.0589            West Junction Cycles
1247            2013-11-25 00:00:00.000 9776.2665             Allenson Cycles
1249            2013-11-25 00:00:00.000 22539.0165            American Bikes
1250            2013-11-25 00:00:00.000 16164.0229            Anderson's Custom Bikes
1251            2013-11-25 00:00:00.000 27995.0921            Proseware, Inc.
1255            2013-11-25 00:00:00.000 3373.0208             Bergeron Off-Roads
1256            2013-11-25 00:00:00.000 38281.8686            Bicycle Specialists
1257            2013-11-26 00:00:00.000 2032.6535             Bike Satellite Inc.
1261            2013-11-26 00:00:00.000 15104.7146            Capital Road Cycles
1262            2013-11-26 00:00:00.000 7121.6145             Carlson Specialties
1263            2013-11-26 00:00:00.000 56200.7696            Chicago City Saddles
1264            2013-11-26 00:00:00.000 609.8274              Chicago Rent-All
1265            2013-11-27 00:00:00.000 7721.4638             Circuit Cycles
1266            2013-11-27 00:00:00.000 31019.8639            Comfort Road Bicycles
1267            2013-11-27 00:00:00.000 41230.0639            Compete Enterprises, Inc
1268            2013-11-27 00:00:00.000 8423.415              Compete, Inc.
1269            2013-11-27 00:00:00.000 31268.7375            Competition Bike Training Systems
1271            2013-11-27 00:00:00.000 539.203               Continental Pro Cycles
1272            2013-11-27 00:00:00.000 48485.6873            Crowley Sport
1274            2013-11-27 00:00:00.000 16744.728             Custom Frames, Inc.
1276            2013-11-27 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
1277            2013-11-27 00:00:00.000 909.8681              Expert Bike Co
1278            2013-11-27 00:00:00.000 1410.2839             Federal Sport
1279            2013-11-27 00:00:00.000 2214.3371             First National Sport Co.
1280            2013-11-27 00:00:00.000 56200.7696            First Rate Bicycles
1281            2013-11-28 00:00:00.000 502.6203              Gardner Touring Cycles
1282            2013-11-28 00:00:00.000 48485.6873            Greenwood Athletic Company
1283            2013-11-28 00:00:00.000 7880.9981             Hill Bicycle Center
1284            2013-11-28 00:00:00.000 31319.7885            Hill's Bicycle Service
1285            2013-11-28 00:00:00.000 24880.9811            Hybrid Bicycle Center
1286            2013-11-28 00:00:00.000 38281.8686            Inline Accessories
1287            2013-11-28 00:00:00.000 924.8353              Inner City Bikes
1289            2013-11-28 00:00:00.000 31160.2541            International Bicycles
1290            2013-11-28 00:00:00.000 4103.2241             International Sport Assoc.
1291            2013-11-28 00:00:00.000 22047.6506            Jackson Authority
1292            2013-11-28 00:00:00.000 7227.4293             Trey Research
1293            2013-11-28 00:00:00.000 6311.1799             Lakewood Bicycle
1298            2013-11-29 00:00:00.000 48485.6873            Mitchell Sports
1301            2013-11-29 00:00:00.000 510.278               National Bike Association
1304            2013-11-29 00:00:00.000 23821.6729            Premier Sport, Inc.
1305            2013-11-29 00:00:00.000 2114.2076             Pro Sport Industries
1306            2013-11-29 00:00:00.000 95273.9288            Professional Athletic Consultants
1307            2013-11-29 00:00:00.000 927.968               Ready Rentals
1308            2013-11-29 00:00:00.000 767.923               Reliance Fitness, Inc.
1309            2013-11-29 00:00:00.000 44720.676             Signature Cycles
1311            2013-11-29 00:00:00.000 26157.2561            Sport Fan Co.
1312            2013-11-29 00:00:00.000 6572.8163             Sport Playground
1313            2013-12-02 00:00:00.000 100685.3348           Superior Bicycles
1314            2013-12-02 00:00:00.000 580.125               SUPERSALES INC.
1315            2013-12-02 00:00:00.000 2214.0703             Training Systems
1316            2013-12-02 00:00:00.000 29233.0789            Trikes, Inc.
1317            2013-12-02 00:00:00.000 1043.5289             Varsity Sport Co.
1318            2013-12-02 00:00:00.000 57004.8229            Victory Bikes
1319            2013-12-02 00:00:00.000 69442.1228            Vision Cycles, Inc.
1320            2013-12-02 00:00:00.000 41817.1504            Vista Road Bikes
1321            2013-12-03 00:00:00.000 28212.0589            West Junction Cycles
1325            2013-12-04 00:00:00.000 2286.5395             Advanced Bicycles
1326            2013-12-04 00:00:00.000 9776.2665             Allenson Cycles
1328            2013-12-04 00:00:00.000 22539.0165            American Bikes
1329            2013-12-04 00:00:00.000 16164.0229            Anderson's Custom Bikes
1330            2013-12-04 00:00:00.000 64847.5328            Proseware, Inc.
1331            2013-12-04 00:00:00.000 622.741               Aurora Bike Center
1333            2013-12-04 00:00:00.000 1685.3792             Beaumont Bikes
1335            2013-12-04 00:00:00.000 38281.8686            Bicycle Specialists
1336            2013-12-04 00:00:00.000 2032.6535             Bike Satellite Inc.
1340            2013-12-04 00:00:00.000 15104.7146            Capital Road Cycles
1341            2013-12-05 00:00:00.000 10992.9047            Carlson Specialties
1342            2013-12-05 00:00:00.000 37701.1635            Chicago City Saddles
1343            2013-12-05 00:00:00.000 609.8274              Chicago Rent-All
1344            2013-12-05 00:00:00.000 4211.7075             Circuit Cycles
1345            2013-12-05 00:00:00.000 31019.8639            Comfort Road Bicycles
1346            2013-12-05 00:00:00.000 41230.0639            Compete Enterprises, Inc
1347            2013-12-05 00:00:00.000 8423.415              Compete, Inc.
1348            2013-12-05 00:00:00.000 31268.7375            Competition Bike Training Systems
1351            2013-12-05 00:00:00.000 48485.6873            Crowley Sport
1353            2013-12-05 00:00:00.000 23483.46              Custom Frames, Inc.
1355            2013-12-05 00:00:00.000 53073.8959            Electronic Bike Repair & Supplies
1356            2013-12-05 00:00:00.000 56337.2498            Expert Bike Co
1357            2013-12-06 00:00:00.000 1410.2839             Federal Sport
1358            2013-12-06 00:00:00.000 2214.3371             First National Sport Co.
1359            2013-12-06 00:00:00.000 56200.7696            First Rate Bicycles
1360            2013-12-06 00:00:00.000 502.6203              Gardner Touring Cycles
1361            2013-12-06 00:00:00.000 48485.6873            Greenwood Athletic Company
1362            2013-12-06 00:00:00.000 7880.9981             Hill Bicycle Center
1363            2013-12-06 00:00:00.000 31319.7885            Hill's Bicycle Service
1364            2013-12-06 00:00:00.000 24880.9811            Hybrid Bicycle Center
1365            2013-12-06 00:00:00.000 38281.8686            Inline Accessories
1366            2013-12-06 00:00:00.000 567.7451              Inner City Bikes
1368            2013-12-06 00:00:00.000 31160.2541            International Bicycles
1369            2013-12-06 00:00:00.000 4103.2241             International Sport Assoc.
1370            2013-12-06 00:00:00.000 70533.3379            Jackson Authority
1371            2013-12-06 00:00:00.000 10828.6133            Trey Research
1372            2013-12-06 00:00:00.000 6311.1799             Lakewood Bicycle
1377            2013-12-09 00:00:00.000 48485.6873            Mitchell Sports
1379            2013-12-09 00:00:00.000 762.9456              Mountain Works
1380            2013-12-09 00:00:00.000 510.278               National Bike Association
1381            2013-12-09 00:00:00.000 567.049               Norstan Bike Hut
1383            2013-12-09 00:00:00.000 23821.6729            Premier Sport, Inc.
1385            2013-12-09 00:00:00.000 95273.9288            Professional Athletic Consultants
1386            2013-12-09 00:00:00.000 569.8336              Ready Rentals
1387            2013-12-09 00:00:00.000 589.5695              Reliance Fitness, Inc.
1388            2013-12-09 00:00:00.000 44720.676             Signature Cycles
1389            2013-12-11 00:00:00.000 731.3752              Speed Corporation
1390            2013-12-11 00:00:00.000 68612.544             Sport Fan Co.
1391            2013-12-11 00:00:00.000 6572.8163             Sport Playground
1392            2013-12-11 00:00:00.000 100685.3348           Superior Bicycles
1393            2013-12-11 00:00:00.000 580.125               SUPERSALES INC.
1395            2013-12-11 00:00:00.000 29233.0789            Trikes, Inc.
1396            2013-12-11 00:00:00.000 1043.5289             Varsity Sport Co.
1397            2013-12-11 00:00:00.000 57004.8229            Victory Bikes
1398            2013-12-11 00:00:00.000 69442.1228            Vision Cycles, Inc.
1399            2013-12-11 00:00:00.000 41817.1504            Vista Road Bikes
1400            2013-12-11 00:00:00.000 28212.0589            West Junction Cycles
1401            2013-12-12 00:00:00.000 553.8221              WestAmerica Bicycle Co.
1405            2013-12-12 00:00:00.000 9776.2665             Allenson Cycles
1407            2013-12-12 00:00:00.000 22539.0165            American Bikes
1408            2013-12-12 00:00:00.000 16164.0229            Anderson's Custom Bikes
1409            2013-12-12 00:00:00.000 64847.5328            Proseware, Inc.
1411            2013-12-12 00:00:00.000 553.8221              Australia Bike Retailer
1414            2013-12-12 00:00:00.000 38281.8686            Bicycle Specialists
1415            2013-12-12 00:00:00.000 2032.6535             Bike Satellite Inc.
1419            2013-12-13 00:00:00.000 15104.7146            Capital Road Cycles
1420            2013-12-13 00:00:00.000 10649.0066            Carlson Specialties
1421            2013-12-13 00:00:00.000 43380.5873            Chicago City Saddles
1422            2013-12-13 00:00:00.000 609.8274              Chicago Rent-All
1423            2013-12-13 00:00:00.000 3509.7563             Circuit Cycles
1424            2013-12-13 00:00:00.000 31019.8639            Comfort Road Bicycles
1425            2013-12-13 00:00:00.000 41230.0639            Compete Enterprises, Inc
1426            2013-12-13 00:00:00.000 8423.415              Compete, Inc.
1427            2013-12-13 00:00:00.000 31268.7375            Competition Bike Training Systems
1430            2013-12-13 00:00:00.000 48485.6873            Crowley Sport
1431            2013-12-13 00:00:00.000 580.972               Cruger Bike Company
1432            2013-12-13 00:00:00.000 12060.7988            Custom Frames, Inc.
1434            2013-12-14 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies
1435            2013-12-14 00:00:00.000 57247.1179            Expert Bike Co
1436            2013-12-14 00:00:00.000 1410.2839             Federal Sport
1437            2013-12-17 00:00:00.000 2214.3371             First National Sport Co.
1438            2013-12-17 00:00:00.000 56200.7696            First Rate Bicycles
1439            2013-12-17 00:00:00.000 502.6203              Gardner Touring Cycles
1440            2013-12-17 00:00:00.000 48485.6873            Greenwood Athletic Company
1441            2013-12-17 00:00:00.000 7880.9981             Hill Bicycle Center
1442            2013-12-17 00:00:00.000 31319.7885            Hill's Bicycle Service
1443            2013-12-17 00:00:00.000 24880.9811            Hybrid Bicycle Center
1444            2013-12-17 00:00:00.000 38281.8686            Inline Accessories
1447            2013-12-17 00:00:00.000 31160.2541            International Bicycles
1448            2013-12-17 00:00:00.000 4103.2241             International Sport Assoc.
1449            2013-12-17 00:00:00.000 70533.3379            Jackson Authority
1450            2013-12-17 00:00:00.000 10591.9223            Trey Research
1451            2013-12-17 00:00:00.000 6311.1799             Lakewood Bicycle
1456            2013-12-18 00:00:00.000 48485.6873            Mitchell Sports
1458            2013-12-18 00:00:00.000 700.2921              Mountain Works
1459            2013-12-18 00:00:00.000 510.278               National Bike Association
1462            2013-12-18 00:00:00.000 23821.6729            Premier Sport, Inc.
1464            2013-12-18 00:00:00.000 45358.8135            Professional Athletic Consultants
1465            2013-12-18 00:00:00.000 788.738               Ready Rentals
1466            2013-12-18 00:00:00.000 624.1333              Reliance Fitness, Inc.
1467            2013-12-18 00:00:00.000 44720.676             Signature Cycles
1469            2013-12-19 00:00:00.000 68612.544             Sport Fan Co.
1470            2013-12-19 00:00:00.000 6572.8163             Sport Playground
1471            2013-12-19 00:00:00.000 100685.3348           Superior Bicycles
1472            2013-12-19 00:00:00.000 580.125               SUPERSALES INC.
1473            2013-12-19 00:00:00.000 1902.578              Training Systems
1474            2013-12-19 00:00:00.000 29233.0789            Trikes, Inc.
1475            2013-12-19 00:00:00.000 1043.5289             Varsity Sport Co.
1476            2013-12-19 00:00:00.000 57004.8229            Victory Bikes
1477            2013-12-19 00:00:00.000 69442.1228            Vision Cycles, Inc.
1478            2013-12-19 00:00:00.000 41817.1504            Vista Road Bikes
1479            2013-12-19 00:00:00.000 28212.0589            West Junction Cycles
1484            2013-12-19 00:00:00.000 9776.2665             Allenson Cycles
1486            2013-12-20 00:00:00.000 22539.0165            American Bikes
1487            2013-12-20 00:00:00.000 16164.0229            Anderson's Custom Bikes
1488            2013-12-20 00:00:00.000 64847.5328            Proseware, Inc.
1489            2013-12-20 00:00:00.000 696.8114              Aurora Bike Center
1491            2013-12-20 00:00:00.000 1685.3792             Beaumont Bikes
1493            2013-12-20 00:00:00.000 38281.8686            Bicycle Specialists
1498            2013-12-20 00:00:00.000 15104.7146            Capital Road Cycles
1499            2013-12-20 00:00:00.000 7465.5126             Carlson Specialties
1500            2013-12-20 00:00:00.000 56200.7696            Chicago City Saddles
1501            2013-12-23 00:00:00.000 609.8274              Chicago Rent-All
1502            2013-12-23 00:00:00.000 4211.7075             Circuit Cycles
1503            2013-12-23 00:00:00.000 31019.8639            Comfort Road Bicycles
1504            2013-12-23 00:00:00.000 39111.4474            Compete Enterprises, Inc
1505            2013-12-23 00:00:00.000 8423.415              Compete, Inc.
1506            2013-12-23 00:00:00.000 31268.7375            Competition Bike Training Systems
1508            2013-12-23 00:00:00.000 661.7602              Continental Pro Cycles
1509            2013-12-23 00:00:00.000 48485.6873            Crowley Sport
1511            2013-12-23 00:00:00.000 20133.2381            Custom Frames, Inc.
1513            2013-12-23 00:00:00.000 21256.3601            Electronic Bike Repair & Supplies
1515            2013-12-23 00:00:00.000 1410.2839             Federal Sport
1516            2013-12-23 00:00:00.000 2214.3371             First National Sport Co.
1517            2013-12-24 00:00:00.000 56200.7696            First Rate Bicycles
1518            2013-12-24 00:00:00.000 502.6203              Gardner Touring Cycles
1519            2013-12-24 00:00:00.000 48485.6873            Greenwood Athletic Company
1520            2013-12-24 00:00:00.000 7880.9981             Hill Bicycle Center
1521            2013-12-24 00:00:00.000 31319.7885            Hill's Bicycle Service
1522            2013-12-24 00:00:00.000 24880.9811            Hybrid Bicycle Center
1523            2013-12-24 00:00:00.000 38281.8686            Inline Accessories
1526            2013-12-24 00:00:00.000 31160.2541            International Bicycles
1527            2013-12-24 00:00:00.000 4103.2241             International Sport Assoc.
1528            2013-12-24 00:00:00.000 70533.3379            Jackson Authority
1529            2013-12-24 00:00:00.000 7464.1203             Trey Research
1530            2013-12-24 00:00:00.000 6311.1799             Lakewood Bicycle
1531            2013-12-24 00:00:00.000 555.9106              Leaf River Terrain
1535            2013-12-25 00:00:00.000 48485.6873            Mitchell Sports
1537            2013-12-25 00:00:00.000 822.2576              Mountain Works
1538            2013-12-25 00:00:00.000 510.278               National Bike Association
1539            2013-12-25 00:00:00.000 682.5403              Norstan Bike Hut
1541            2013-12-25 00:00:00.000 23821.6729            Premier Sport, Inc.
1543            2013-12-25 00:00:00.000 49915.1153            Professional Athletic Consultants
1545            2013-12-26 00:00:00.000 733.3592              Reliance Fitness, Inc.
1546            2013-12-26 00:00:00.000 44720.676             Signature Cycles
1547            2013-12-26 00:00:00.000 923.7911              Speed Corporation
1548            2013-12-26 00:00:00.000 68612.544             Sport Fan Co.
1549            2013-12-26 00:00:00.000 6572.8163             Sport Playground
1550            2013-12-26 00:00:00.000 100685.3348           Superior Bicycles
1551            2013-12-26 00:00:00.000 580.125               SUPERSALES INC.
1553            2013-12-26 00:00:00.000 29233.0789            Trikes, Inc.
1554            2013-12-26 00:00:00.000 1043.5289             Varsity Sport Co.
1555            2013-12-26 00:00:00.000 57004.8229            Victory Bikes
1556            2013-12-26 00:00:00.000 69442.1228            Vision Cycles, Inc.
1557            2013-12-30 00:00:00.000 41817.1504            Vista Road Bikes
1558            2013-12-30 00:00:00.000 28212.0589            West Junction Cycles
1563            2013-12-30 00:00:00.000 9776.2665             Allenson Cycles
1565            2013-12-30 00:00:00.000 22539.0165            American Bikes
1566            2013-12-30 00:00:00.000 16164.0229            Anderson's Custom Bikes
1567            2013-12-30 00:00:00.000 64847.5328            Proseware, Inc.
1568            2013-12-30 00:00:00.000 626.9527              Aurora Bike Center
1570            2013-12-30 00:00:00.000 1984.6192             Beaumont Bikes
1571            2013-12-30 00:00:00.000 568.7893              Bergeron Off-Roads
1572            2013-12-30 00:00:00.000 38281.8686            Bicycle Specialists
1573            2013-12-31 00:00:00.000 1748.0327             Bike Satellite Inc.
1577            2013-12-31 00:00:00.000 15104.7146            Capital Road Cycles
1578            2013-12-31 00:00:00.000 18114.5192            Carlson Specialties
1579            2013-12-31 00:00:00.000 87520.5581            Chicago City Saddles
1580            2013-12-31 00:00:00.000 609.8274              Chicago Rent-All
1581            2013-12-31 00:00:00.000 3509.7563             Circuit Cycles
1582            2013-12-31 00:00:00.000 31019.8639            Comfort Road Bicycles
1583            2013-12-31 00:00:00.000 2118.6165             Compete Enterprises, Inc
1584            2013-12-31 00:00:00.000 4658.4038             Compete, Inc.
1585            2014-01-01 00:00:00.000 31268.7375            Competition Bike Training Systems
1587            2014-01-01 00:00:00.000 504.6392              Continental Pro Cycles
1588            2014-01-01 00:00:00.000 48485.6873            Crowley Sport
1589            2014-01-01 00:00:00.000 655.0424              Cruger Bike Company
1590            2014-01-01 00:00:00.000 15277.0118            Custom Frames, Inc.
1592            2014-01-01 00:00:00.000 31817.5358            Electronic Bike Repair & Supplies
1594            2014-01-01 00:00:00.000 1410.2839             Federal Sport
1595            2014-01-01 00:00:00.000 2214.3371             First National Sport Co.
1596            2014-01-01 00:00:00.000 56200.7696            First Rate Bicycles
1597            2014-01-01 00:00:00.000 502.6203              Gardner Touring Cycles
1598            2014-01-01 00:00:00.000 48485.6873            Greenwood Athletic Company
1599            2014-01-01 00:00:00.000 7880.9981             Hill Bicycle Center
1600            2014-01-01 00:00:00.000 31319.7885            Hill's Bicycle Service
1601            2014-01-02 00:00:00.000 24880.9811            Hybrid Bicycle Center
1602            2014-01-02 00:00:00.000 38281.8686            Inline Accessories
1605            2014-01-02 00:00:00.000 31160.2541            International Bicycles
1606            2014-01-02 00:00:00.000 4103.2241             International Sport Assoc.
1607            2014-01-02 00:00:00.000 70533.3379            Jackson Authority
1608            2014-01-02 00:00:00.000 18056.0426            Trey Research
1609            2014-01-02 00:00:00.000 6311.1799             Lakewood Bicycle
1614            2014-01-02 00:00:00.000 48485.6873            Mitchell Sports
1616            2014-01-02 00:00:00.000 616.7193              Mountain Works
1617            2014-01-03 00:00:00.000 510.278               National Bike Association
1618            2014-01-03 00:00:00.000 731.6189              Norstan Bike Hut
1620            2014-01-03 00:00:00.000 23821.6729            Premier Sport, Inc.
1621            2014-01-03 00:00:00.000 525.628               Pro Sport Industries
1622            2014-01-03 00:00:00.000 45358.8135            Professional Athletic Consultants
1625            2014-01-03 00:00:00.000 44720.676             Signature Cycles
1627            2014-01-03 00:00:00.000 68612.544             Sport Fan Co.
1628            2014-01-03 00:00:00.000 6572.8163             Sport Playground
1629            2014-01-03 00:00:00.000 100685.3348           Superior Bicycles
1630            2014-01-03 00:00:00.000 580.125               SUPERSALES INC.
1631            2014-01-03 00:00:00.000 1902.578              Training Systems
1632            2014-01-03 00:00:00.000 29233.0789            Trikes, Inc.
1633            2014-01-06 00:00:00.000 1043.5289             Varsity Sport Co.
1634            2014-01-06 00:00:00.000 49276.9778            Victory Bikes
1635            2014-01-06 00:00:00.000 69442.1228            Vision Cycles, Inc.
1636            2014-01-06 00:00:00.000 41817.1504            Vista Road Bikes
1637            2014-01-06 00:00:00.000 28212.0589            West Junction Cycles
1638            2014-01-06 00:00:00.000 767.0528              WestAmerica Bicycle Co.
1641            2014-01-06 00:00:00.000 555.9106              Advanced Bicycles
1642            2014-01-06 00:00:00.000 9776.2665             Allenson Cycles
1644            2014-01-06 00:00:00.000 22539.0165            American Bikes
1645            2014-01-06 00:00:00.000 16164.0229            Anderson's Custom Bikes
1646            2014-01-06 00:00:00.000 64847.5328            Proseware, Inc.
1648            2014-01-06 00:00:00.000 767.0528              Australia Bike Retailer
1649            2014-01-08 00:00:00.000 1984.6192             Beaumont Bikes
1651            2014-01-08 00:00:00.000 38281.8686            Bicycle Specialists
1656            2014-01-08 00:00:00.000 15104.7146            Capital Road Cycles
1657            2014-01-08 00:00:00.000 18114.5192            Carlson Specialties
1658            2014-01-08 00:00:00.000 24880.9811            Chicago City Saddles
1659            2014-01-08 00:00:00.000 609.8274              Chicago Rent-All
1660            2014-01-08 00:00:00.000 7721.4638             Circuit Cycles
1661            2014-01-08 00:00:00.000 31019.8639            Comfort Road Bicycles
1662            2014-01-08 00:00:00.000 39111.4474            Compete Enterprises, Inc
1663            2014-01-08 00:00:00.000 3765.0113             Compete, Inc.
1664            2014-01-08 00:00:00.000 31268.7375            Competition Bike Training Systems
1666            2014-01-09 00:00:00.000 539.203               Continental Pro Cycles
1667            2014-01-09 00:00:00.000 48485.6873            Crowley Sport
1668            2014-01-09 00:00:00.000 601.7521              Cruger Bike Company
1669            2014-01-09 00:00:00.000 40228.188             Custom Frames, Inc.
1671            2014-01-09 00:00:00.000 21256.3601            Electronic Bike Repair & Supplies
1673            2014-01-09 00:00:00.000 1410.2839             Federal Sport
1674            2014-01-09 00:00:00.000 2214.3371             First National Sport Co.
1675            2014-01-09 00:00:00.000 56200.7696            First Rate Bicycles
1676            2014-01-09 00:00:00.000 502.6203              Gardner Touring Cycles
1677            2014-01-09 00:00:00.000 48485.6873            Greenwood Athletic Company
1678            2014-01-09 00:00:00.000 7880.9981             Hill Bicycle Center
1679            2014-01-09 00:00:00.000 31319.7885            Hill's Bicycle Service
1680            2014-01-09 00:00:00.000 24880.9811            Hybrid Bicycle Center
1681            2014-01-10 00:00:00.000 38281.8686            Inline Accessories
1684            2014-01-10 00:00:00.000 31160.2541            International Bicycles
1685            2014-01-10 00:00:00.000 4103.2241             International Sport Assoc.
1686            2014-01-10 00:00:00.000 70533.3379            Jackson Authority
1687            2014-01-10 00:00:00.000 18056.0426            Trey Research
1688            2014-01-10 00:00:00.000 6311.1799             Lakewood Bicycle
1693            2014-01-10 00:00:00.000 48485.6873            Mitchell Sports
1696            2014-01-10 00:00:00.000 510.278               National Bike Association
1697            2014-01-15 00:00:00.000 798.4841              Norstan Bike Hut
1699            2014-01-15 00:00:00.000 23821.6729            Premier Sport, Inc.
1701            2014-01-15 00:00:00.000 49915.1153            Professional Athletic Consultants
1704            2014-01-15 00:00:00.000 44720.676             Signature Cycles
1705            2014-01-15 00:00:00.000 1354.3598             Speed Corporation
1706            2014-01-15 00:00:00.000 68612.544             Sport Fan Co.
1707            2014-01-15 00:00:00.000 6572.8163             Sport Playground
1708            2014-01-15 00:00:00.000 100685.3348           Superior Bicycles
1709            2014-01-15 00:00:00.000 580.125               SUPERSALES INC.
1710            2014-01-15 00:00:00.000 2214.0703             Training Systems
1711            2014-01-15 00:00:00.000 29233.0789            Trikes, Inc.
1712            2014-01-15 00:00:00.000 1043.5289             Varsity Sport Co.
1713            2014-01-16 00:00:00.000 7727.8451             Victory Bikes
1714            2014-01-16 00:00:00.000 39915.5006            Vision Cycles, Inc.
1715            2014-01-16 00:00:00.000 41817.1504            Vista Road Bikes
1716            2014-01-16 00:00:00.000 28212.0589            West Junction Cycles
1717            2014-01-16 00:00:00.000 855.2203              WestAmerica Bicycle Co.
1721            2014-01-16 00:00:00.000 9776.2665             Allenson Cycles
